0.0,-0.059804
3.9063e-05,-0.059696
7.8125e-05,-0.060405
0.000117,-0.058028
0.000156,-0.056402
0.000195,-0.05593
0.000234,-0.055441
0.000273,-0.052397
0.000312,-0.057682
0.000352,-0.053356
0.000391,-0.049105
0.00043,-0.054636
0.000469,-0.050266
0.000508,-0.052475
0.000547,-0.048641
0.000586,-0.047781
0.000625,-0.045357
0.000664,-0.045546
0.000703,-0.044409
0.000742,-0.045952
0.000781,-0.044789
0.00082,-0.042447
0.000859,-0.03976
0.000898,-0.037425
0.000937,-0.034931
0.000977,-0.033112
0.001016,-0.032534
0.001055,-0.03037
0.001094,-0.029491
0.001133,-0.028432
0.001172,-0.028121
0.001211,-0.026343
0.00125,-0.023103
0.001289,-0.023516
0.001328,-0.021769
0.001367,-0.02178
0.001406,-0.01867
0.001445,-0.019463
0.001484,-0.016535
0.001523,-0.016675
0.001562,-0.013991
0.001602,-0.013218
0.001641,-0.012688
0.00168,-0.010774
0.001719,-0.009495
0.001758,-0.008084
0.001797,-0.006877
0.001836,-0.00658
0.001875,-0.006062
0.001914,-0.004713
0.001953,-0.003484
0.001992,-0.001851
0.002031,-0.00206
0.00207,-0.001835
0.002109,0.00117
0.002148,0.001592
0.002187,0.002505
0.002227,0.004219
0.002266,0.004632
0.002305,0.006189
0.002344,0.007104
0.002383,0.007974
0.002422,0.00861
0.002461,0.008935
0.0025,0.010529
0.002539,0.010895
0.002578,0.012492
0.002617,0.012832
0.002656,0.014295
0.002695,0.015596
0.002734,0.015995
0.002773,0.017786
0.002812,0.017896
0.002852,0.018908
0.002891,0.019888
0.00293,0.02082
0.002969,0.020969
0.003008,0.022853
0.003047,0.023684
0.003086,0.021178
0.003125,0.022348
0.003164,0.02372
0.003203,0.024348
0.003242,0.025816
0.003281,0.027567
0.00332,0.028117
0.003359,0.029053
0.003398,0.029228
0.003437,0.029854
0.003477,0.029793
0.003516,0.031466
0.003555,0.032853
0.003594,0.033248
0.003633,0.033314
0.003672,0.034179
0.003711,0.035251
0.00375,0.035186
0.003789,0.03646
0.003828,0.037119
0.003867,0.037248
0.003906,0.03855
0.003945,0.038937
0.003984,0.039412
0.004023,0.039756
0.004062,0.04073
0.004102,0.041893
0.004141,0.041013
0.00418,0.041839
0.004219,0.041936
0.004258,0.042608
0.004297,0.042919
0.004336,0.043554
0.004375,0.044169
0.004414,0.043415
0.004453,0.044111
0.004492,0.044433
0.004531,0.04468
0.00457,0.044654
0.004609,0.045201
0.004648,0.044794
0.004687,0.045664
0.004727,0.045573
0.004766,0.044373
0.004805,0.04541
0.004844,0.045959
0.004883,0.04703
0.004922,0.046265
0.004961,0.04688
0.005,0.047562
0.005039,0.047043
0.005078,0.047825
0.005117,0.047406
0.005156,0.047615
0.005195,0.047481
0.005234,0.048078
0.005273,0.048716
0.005312,0.04897
0.005352,0.048555
0.005391,0.048919
0.00543,0.049569
0.005469,0.04917
0.005508,0.049146
0.005547,0.049676
0.005586,0.049284
0.005625,0.048559
0.005664,0.049595
0.005703,0.049126
0.005742,0.048834
0.005781,0.049867
0.00582,0.049332
0.005859,0.049868
0.005898,0.048996
0.005937,0.048333
0.005977,0.04764
0.006016,0.047503
0.006055,0.046754
0.006094,0.045842
0.006133,0.045284
0.006172,0.045562
0.006211,0.045674
0.00625,0.045582
0.006289,0.044344
0.006328,0.04281
0.006367,0.041883
0.006406,0.047455
0.006445,0.045483
0.006484,0.045261
0.006523,0.044969
0.006562,0.044356
0.006602,0.04008
0.006641,0.037476
0.00668,0.038371
0.006719,0.037415
0.006758,0.035105
0.006797,0.033903
0.006836,0.032262
0.006875,0.031971
0.006914,0.030202
0.006953,0.029163
0.006992,0.030065
0.007031,0.029452
0.00707,0.028662
0.007109,0.027421
0.007148,0.024851
0.007187,0.022082
0.007227,0.019711
0.007266,0.019647
0.007305,0.017935
0.007344,0.017127
0.007383,0.016465
