action,centroid,count,crest,fft_kurtosis,fft_mean,fft_skewness,fft_variance,flatness,item,kurtosis,maximum,mean,mean_diff,median,minimum,path,percentile_25,percentile_75,rolloff,shelf_type,skewness,spread,standard_dev,variance
noise,276.54726098097797,38500.0,0.6638529377642597,19238.351691370015,6114.500289752646,138.69584536073654,317219507716.6351,0.10715447879603125,butter,4.876979299495112,2248.0,2029.6699220779221,0.0016883555417023818,2029.0,1815.0,.\data\data_butter_shelf_wood_noise144.csv,2014.0,2045.0,329.8529946496286,wood,0.09758478896874173,799.0724038910895,41.796667465234705,1746.9614111994092
noise,221.16266366442719,16500.0,0.7837573652697792,8244.50925879218,5177.978458541825,90.8061946367797,135877609533.87137,0.08223406777148154,butter,8.995469210302462,2241.0,2029.3853333333334,-0.0027274380265470636,2029.0,1849.0,.\data\data_butter_shelf_wood_noise145.csv,2019.0,2040.0,350.86656162889346,wood,1.0170375332799713,713.7537866156614,28.64161032432064,820.3418419702307
noise,247.0538466742574,26500.0,0.7571068108707578,13243.559416333766,5360.535683134598,115.0840615822691,218255673213.16913,0.09741801210921507,butter,6.843973526542154,2229.0,2029.4021886792452,0.004717159138080683,2029.0,1833.0,.\data\data_butter_shelf_wood_noise147.csv,2019.0,2038.0,282.9975096219153,wood,0.46324289508955296,780.191492695412,28.6828830560797,822.7077804087439
noise,298.78420565748564,38000.0,0.6975229739635336,18991.74402821107,5818.320532727212,137.81008795375735,312964259840.7252,0.11777483578005331,butter,3.997536696507298,2215.0,2029.3129210526315,-0.003868522855864628,2029.0,1843.0,.\data\data_butter_shelf_wood_noise149.csv,2014.0,2044.0,389.9794747644861,wood,0.027021768322979423,834.4746077022578,31.68777872132543,1004.1153202916847
noise,210.46996022190527,22500.0,0.860424652675793,11245.708305233575,4716.874249179368,106.0545261761894,185301919162.53207,0.08346934891016979,butter,0.044031893810775546,2098.0,2029.4378222222222,-0.0004000177785679364,2029.0,1991.0,.\data\data_butter_shelf_wood_noise15.csv,2022.0,2037.0,0.0,wood,0.07189414982012109,782.4033854805485,11.229105249986155,126.09280471526662
noise,207.9546483849929,17000.0,0.8199440432814287,8495.211571700587,4949.623211714827,92.17818557055165,140000421564.18988,0.08387584165760291,butter,0.29442348914910355,2120.0,2029.4457647058823,0.0017648096946879229,2029.5,1959.0,.\data\data_butter_shelf_wood_noise150.csv,2016.0,2043.0,101.1645688742501,wood,0.02887592963081323,739.9521533662285,20.708729115037812,428.85146156001474
noise,256.093749472895,33000.0,0.6835583635179718,16487.64510095594,5937.391301482437,128.39580258646072,271839216890.36096,0.1006425908023823,butter,2.394263168850077,2249.0,2029.3997272727272,0.00603048577229613,2029.0,1806.0,.\data\data_butter_shelf_wood_noise152.csv,2010.0,2048.0,227.86497788012846,wood,0.11257033769210775,783.6533991452757,46.8311717465766,2193.1586471573546
noise,261.6358205058452,29500.0,0.7057733345810495,14741.620045565613,5751.39285906704,121.41431409987872,243057219961.33798,0.10078625961300369,butter,2.91895189841977,2214.0,2029.7274576271186,-0.0005084918132818062,2029.0,1847.0,.\data\data_butter_shelf_wood_noise154.csv,2012.0,2046.0,347.43407226628705,wood,0.1436148298622051,772.2902873785147,36.34156021590353,1320.7089989261422
noise,241.97876006226036,23000.0,0.7470331301445385,11492.721948253076,5432.828660428889,107.20581872330622,189437485052.84702,0.09186629359014171,butter,1.64548895344412,2185.0,2029.4279565217391,0.001087003782773164,2029.0,1880.0,.\data\data_butter_shelf_wood_noise155.csv,2010.0,2048.0,317.3637075036953,wood,0.051556624943414085,753.6054948309542,35.4456810518397,1256.3963052287481
noise,269.1466841869153,28000.0,0.7386552466481996,13993.105033579764,5495.025717175981,118.29480258540181,230660924369.06384,0.10327466413185617,butter,0.6481928807119481,2162.0,2029.60975,-0.005071609700346441,2030.0,1895.0,.\data\data_butter_shelf_wood_noise157.csv,2011.0,2048.0,341.0470680665667,wood,0.003482510047452229,796.6768678924418,30.423917020857886,925.6147268920462
noise,249.5892052046797,30500.0,0.7386648124480443,15241.918405141694,5494.862062737233,123.45802345548908,251255880864.64008,0.0976711866181258,butter,4.2018749028679565,2212.0,2029.5637049180327,-0.0029181284632283024,2029.0,1837.0,.\data\data_butter_shelf_wood_noise159.csv,2015.0,2044.0,327.84735427185103,wood,0.11347731564339229,776.6027551782929,34.2098353867174,1170.3128371863022
noise,188.29574642959707,16000.0,0.8749973591466862,7995.718103627629,4638.429340266947,89.42917505231496,131776359951.27754,0.07588387136267016,butter,-0.10256509749114251,2100.0,2029.560375,0.0019376211013188325,2030.0,1986.0,.\data\data_butter_shelf_wood_noise160.csv,2020.0,2039.0,0.0,wood,0.09162006709125498,739.5547643547842,12.89324899322215,166.23586960122398
noise,251.47578046546369,29000.0,0.6903607634951857,14487.041648106628,5879.839173956172,120.35198000167459,238978285233.87732,0.10206366532414211,butter,6.033241921462727,2344.0,2029.7451034482758,0.009793441153143212,2029.0,1731.0,.\data\data_butter_shelf_wood_noise162.csv,2007.0,2053.0,301.70333080477207,wood,0.10091662652186,767.9079527270115,51.58298189315936,2660.804020990007
noise,273.3336497201971,40000.0,0.6462866540566116,19970.62467653174,6279.8535993997975,141.28025753107036,329633503279.4488,0.10959221027441625,butter,4.941790916455976,2363.0,2029.39425,0.006200155003875097,2029.0,1707.0,.\data\data_butter_shelf_wood_noise164.csv,2007.0,2052.0,333.7333133343333,wood,0.01734899823610123,794.8227292086967,73.1688264144405,5353.677158866526
noise,175.8443161959262,13000.0,0.7956570243272193,6494.015145709679,5100.969498006033,80.59172346745025,107078585803.04568,0.06787787252677117,butter,1.3542896696881663,2215.0,2029.6233076923077,0.005385029617662897,2030.0,1892.0,.\data\data_butter_shelf_wood_noise165.csv,2007.0,2052.0,207.6603599446239,wood,0.09563638631525188,661.0445268253058,36.631865312263386,1341.8935562558054
noise,239.04908029851455,33000.0,0.7513938762178074,16490.95772015035,5400.932602216675,128.41513377764537,271772631094.3769,0.09659897541344149,butter,2.811329938027743,2188.0,2029.236818181818,-0.0002727355374405285,2029.0,1847.0,.\data\data_butter_shelf_wood_noise167.csv,2012.0,2046.0,196.65474819707896,wood,-0.023062487367532754,797.7682842444102,36.23955463771808,1313.305320340154
noise,252.22608275766714,34000.0,0.7700931386941453,16993.022985467447,5270.013466910382,130.35926731930218,280015233343.1595,0.10161590166949397,butter,6.478296623193412,2195.0,2029.3199705882353,-0.0019118209359098796,2030.0,1846.0,.\data\data_butter_shelf_wood_noise169.csv,2017.0,2042.0,169.40179989412388,wood,-0.17893383229565943,831.5958312603995,27.6487040919638,764.4508379649759
noise,214.74107038166127,22500.0,0.8531328699616058,11245.358119105298,4757.062998248271,106.05205282025118,185294607047.79877,0.08723364215390647,butter,3.44069950001393,2107.0,2029.3837777777778,0.004577981243610827,2030.0,1936.0,.\data\data_butter_shelf_wood_noise17.csv,2022.0,2037.0,0.0,wood,-0.08928989931076596,787.935201511546,16.022633718421012,256.724791274682
noise,196.06396575620505,17500.0,0.8703642787442158,8745.753149739547,4662.893910508515,93.52876438628839,144116127375.2109,0.07892510242104044,butter,0.2518131516526294,2086.0,2029.440057142857,-0.00017143836790673754,2030.0,1984.0,.\data\data_butter_shelf_wood_noise170.csv,2022.0,2037.0,0.0,wood,0.09226567870656642,754.086393986278,11.710550205273176,137.13698611022363
noise,255.76880813410574,39000.0,0.772514805877545,19490.464041757732,5254.292390032024,139.60556781456356,321310746716.7508,0.10420589149074895,butter,1.3459883543414684,2160.0,2029.6134102564104,0.00315392702376984,2029.0,1905.0,.\data\data_butter_shelf_wood_noise172.csv,2015.0,2044.0,139.99282088098047,wood,0.013061369375262637,845.586337505174,34.73266649215585,1206.3581216553257
noise,215.68938933212067,24500.0,0.8242716593318976,12243.211571189187,4924.205984925602,110.65183354745692,201829001367.524,0.08777919237405614,butter,0.24965222703171586,2168.0,2029.607387755102,-0.0044491611902526635,2029.0,1922.0,.\data\data_butter_shelf_wood_noise174.csv,2008.0,2050.0,46.93494408619704,wood,0.06623245989282289,786.9537844831091,31.119701023305073,968.4357917798949
noise,211.4467976858268,21000.0,0.8489308442853364,10495.196265302753,4780.81405978127,102.45386893502022,172957554691.85757,0.0851889381204218,butter,-0.3311608000096937,2103.0,2029.4835238095238,0.002333444449735702,2029.0,1971.0,.\data\data_butter_shelf_wood_noise175.csv,2016.0,2043.0,14.76049900009523,wood,-0.015458030754842334,780.1387951147469,18.444067936382897,340.18364204190766
noise,246.40030731519232,31500.0,0.8346935016598308,15745.24274762581,4862.201775189406,125.48651293006283,259417994888.9599,0.09885369967466275,butter,1.8685090086699554,2109.0,2029.3529523809523,0.0007301819105368424,2030.0,1950.0,.\data\data_butter_shelf_wood_noise177.csv,2020.0,2038.0,42.536981778934674,wood,-0.049806847247647966,843.4488000604358,14.783150443884505,218.54153704652262
noise,212.1022691541594,23000.0,0.8430233799226877,11494.100927101685,4814.176713916371,107.21547394434666,189427460645.4436,0.08454731506080088,butter,0.6253004951577417,2116.0,2029.4082173913043,0.002174007565546328,2029.0,1940.0,.\data\data_butter_shelf_wood_noise179.csv,2016.0,2043.0,41.73550126075993,wood,0.003552245499138685,784.5820017434413,26.553330525791097,705.0793620119093
noise,235.27383834297953,27500.0,0.8283172869883578,13744.578259406719,4899.753562908334,117.24277973483902,226492584214.35303,0.0944217245315121,butter,0.6665699508703393,2109.0,2029.4228727272728,-0.0016364231426597331,2029.0,1958.0,.\data\data_butter_shelf_wood_noise180.csv,2017.0,2041.0,46.542069667660535,wood,0.03814270668188741,820.0125374813192,21.25206220000324,451.6501477528066
noise,260.28888968368136,36500.0,0.8262070703906734,18245.263534606427,4912.350554803086,135.08107102367316,300620185550.10474,0.1044824747077364,butter,0.7760259058996555,2102.0,2029.4205753424658,-0.0013151045234116004,2029.0,1963.0,.\data\data_butter_shelf_wood_noise182.csv,2020.0,2038.0,48.49049367157964,wood,0.020633035704087838,865.5938838679764,13.645167681465297,186.19060105530502
noise,163.80161710770648,12500.0,0.8796477064051065,6245.571163173684,4613.120074290695,79.04022514326441,102916018851.6433,0.06598891968245696,butter,3.8554039739413284,2111.0,2029.28488,0.002320185614849188,2030.0,1951.0,.\data\data_butter_shelf_wood_noise184.csv,2020.0,2038.0,0.0,wood,-0.09935965916509226,694.6536012331045,17.531438945326464,307.35135149370944
noise,183.43111513118518,16500.0,0.8772399374987406,8245.760714521144,4626.271105891801,90.81652451503845,135876536092.64424,0.07335212205655285,butter,-0.14500814636730874,2080.0,2029.4208484848484,0.0005454876053094127,2029.0,1991.0,.\data\data_butter_shelf_wood_noise185.csv,2021.0,2038.0,0.0,wood,0.06616743034159349,734.0403725211922,11.793024912177927,139.07543657924919
noise,246.93952346403856,33500.0,0.7667460761611768,16743.09662067783,5293.033142874328,129.39725048988777,275898305262.5295,0.10359032926560854,butter,17.958673909343663,2243.0,2029.3273432835822,0.005940475835099555,2030.0,1822.0,.\data\data_butter_shelf_wood_noise187.csv,2020.0,2039.0,118.79887767894454,wood,-0.2462495663151723,823.9596186905161,27.557916105329447,759.4387400683762
noise,239.42285696191036,28500.0,0.6728274867532031,14232.849473499,6032.020342489801,119.28248120935643,234811180040.91638,0.08718224040219735,butter,0.8648036788864935,2249.0,2029.396947368421,-0.0035439839994385767,2027.0,1800.0,.\data\data_butter_shelf_wood_noise189.csv,1990.0,2070.0,269.80562767525083,wood,0.05503339508507882,736.7923978810421,62.76871783355733,3939.911938468738
noise,254.2837000595655,34000.0,0.8202264717699107,16994.768483548858,4947.982546738229,130.3692999797562,280012446976.1359,0.10281770147656394,butter,1.4233874103003021,2116.0,2029.3525,0.0019412335656931086,2029.0,1939.0,.\data\data_butter_shelf_wood_noise19.csv,2019.0,2040.0,50.585259690606435,wood,-0.016884471019472054,848.6960036239634,17.934422973241734,321.6435273831409
noise,209.33031265177226,19500.0,0.7443471141576143,9739.252749502903,5452.372585326783,98.68080043491872,160637312105.0782,0.07896618119593204,butter,0.1435575415382262,2206.0,2029.4370256410257,-0.006256731114416124,2028.0,1825.0,.\data\data_butter_shelf_wood_noise190.csv,1996.0,2059.0,273.3053020203056,wood,0.13495756986085666,707.8829531166258,54.32621740662655,2951.3378977120533
noise,264.48168030888485,39500.0,0.7727806334312928,19741.71400128846,5251.81868745906,140.50473424328905,325336813359.81555,0.10894161142061283,butter,12.791068065118358,2228.0,2029.3546329113924,-0.004759614167447277,2030.0,1822.0,.\data\data_butter_shelf_wood_noise192.csv,2019.0,2040.0,120.24707609741279,wood,-0.1173011142686395,857.61558988163,30.494727591846566,929.9284109009283
noise,210.54247604324595,21000.0,0.8384009140894094,10494.45875615604,4840.655344627014,102.44848165398548,172948598048.85638,0.08456421018559716,butter,7.952395485716627,2170.0,2029.3981904761904,-0.005714557836087433,2030.0,1879.0,.\data\data_butter_shelf_wood_noise194.csv,2020.0,2039.0,44.28149700028569,wood,-0.10095027460372927,780.2884591032596,25.175072814505917,633.7842912156749
noise,200.2962054308161,19000.0,0.8659094450598195,9495.661911433468,4686.860286588379,97.45508229456425,156468221697.97324,0.0800825673351057,butter,0.03402352822172361,2087.0,2029.4118947368422,-0.0010000526343491762,2029.0,1985.0,.\data\data_butter_shelf_wood_noise195.csv,2020.0,2038.0,0.0,wood,0.08184542236132107,761.9784162479973,12.938945552298403,167.41631200534263
noise,219.9355028625211,25000.0,0.8485541206884786,12495.172570607308,4783.22491756888,111.78890811942544,205926713008.00876,0.08797552315450775,butter,1.367106615197026,2104.0,2029.57496,-0.0002000080003200128,2030.0,1955.0,.\data\data_butter_shelf_wood_noise197.csv,2019.0,2040.0,10.399168066554676,wood,0.03428307449604363,798.001134161466,17.13777958598916,293.7034891379468
noise,222.05636127875033,25000.0,0.8500767400634835,12495.398863943548,4774.325993461234,111.79042396549038,205896331344.57767,0.08858142897957981,butter,0.9531024754357413,2101.0,2029.43408,-0.0015600624024961,2029.5,1955.0,.\data\data_butter_shelf_wood_noise199.csv,2020.0,2039.0,0.0,wood,0.005027572481920166,802.5744703492742,14.785165491070645,218.60111859834623
noise,174.85017227738842,17500.0,0.7978689556081741,8739.276490478664,5088.559073980078,93.47702208465765,144278834670.7027,0.07169608065614111,butter,9.278341490943696,2369.0,2030.233657142857,0.0033716212354991714,2030.0,1721.0,.\data\data_butter_shelf_wood_noise2.csv,2016.0,2043.0,38.8527025482802,wood,0.393029947886946,706.6793404124056,56.829927335406424,3229.640640947574
noise,214.60331351829277,22000.0,0.8533911068695349,10995.607159067633,4755.670236068323,104.86854139013076,181178461618.08878,0.08680759201434686,butter,0.04705573958962761,2093.0,2029.4078181818181,-0.000818219009954998,2029.0,1970.0,.\data\data_butter_shelf_wood_noise20.csv,2020.0,2039.0,0.0,wood,0.058573029055805935,783.7285759799307,13.008606030945318,169.2238308683469
noise,197.565585358763,17500.0,0.8710762821775592,8745.704135931506,4659.215166309633,93.52837193569302,144124767168.25232,0.07898409052882065,butter,-0.10982232663373903,2084.0,2029.4978285714285,0.0003428767358134751,2030.0,1985.0,.\data\data_butter_shelf_wood_noise200.csv,2021.0,2038.0,0.0,wood,0.00794552219616564,758.7295143833699,12.647373241757533,159.95604991632445
noise,232.48478131876413,25500.0,0.8437362219847646,12745.302421403785,4810.44685445792,112.90241074831795,210035971884.15005,0.09359377576239089,butter,2.063481026267037,2105.0,2029.533294117647,0.0005098239146633201,2030.0,1956.0,.\data\data_butter_shelf_wood_noise202.csv,2020.0,2039.0,35.291349698062895,wood,0.02216423600863911,816.7335404187041,15.734019957613642,247.55938402658438
noise,251.15859626905817,37000.0,0.8258979805204612,18495.0742132893,4914.18737157758,136.00225085259984,304739626216.2884,0.10071719807432912,butter,0.07034711253648052,2111.0,2029.4184054054053,0.0015135544203897402,2029.0,1966.0,.\data\data_butter_shelf_wood_noise204.csv,2019.0,2040.0,49.99729744338144,wood,0.030349003386659128,847.0724213790827,15.03027896668387,225.90928581633955
noise,202.15235646122215,22000.0,0.8600908340345672,10995.58226076412,4718.682211237572,104.86836340415562,181183309502.5407,0.08138660137774407,butter,-0.06650213074359579,2084.0,2029.4321363636363,0.0,2030.0,1982.0,.\data\data_butter_shelf_wood_noise205.csv,2020.0,2039.0,0.0,wood,0.009753122827981622,763.7344509037599,13.276498280449928,176.26540659078992
noise,239.34232273098647,31000.0,0.8476960707381611,15495.476184701161,4787.861876434223,124.48780947565947,255324527075.69373,0.09525813383683544,butter,0.9011943693581799,2092.0,2029.4567741935484,-0.001129068679634827,2029.0,1975.0,.\data\data_butter_shelf_wood_noise207.csv,2021.0,2037.0,11.934713889426488,wood,0.13151851692559563,833.8577748752674,12.504691306406535,156.36730466851918
noise,194.53035510297136,17000.0,0.8666076793845778,8495.667000155405,4683.190401577869,92.18188894397973,140003987149.60223,0.07880438241061342,butter,1.299069383941791,2088.0,2029.4831176470589,0.0021177716336255076,2030.0,1971.0,.\data\data_butter_shelf_wood_noise209.csv,2021.0,2038.0,0.0,wood,0.09835450594528564,750.2086420677044,13.578961978376071,184.38820841018298
noise,187.22188842595864,18000.0,0.8733565680694502,8995.761287428866,4646.7851142833,94.85590097392799,148225402348.4355,0.07449247854585392,butter,0.07112689757474433,2088.0,2029.375611111111,0.00044446913717428746,2029.0,1991.0,.\data\data_butter_shelf_wood_noise210.csv,2022.0,2037.0,0.0,wood,0.047495896490570934,740.5715342472896,11.33730329419892,128.53444598465367
noise,248.69866806159774,31000.0,0.8391092466047342,15495.504349754776,4836.969564791359,124.48797849781731,255335747896.401,0.10006237945469619,butter,1.97051662443213,2095.0,2029.503870967742,0.0019355463079454177,2029.0,1967.0,.\data\data_butter_shelf_wood_noise212.csv,2022.0,2037.0,33.86878265918328,wood,0.14339515012559623,845.9104237847482,12.299285066944982,151.27241315797585
noise,229.9365140292559,28500.0,0.8450767128837443,14245.553030682317,4802.7753008486625,119.36217882348657,234740112567.04025,0.09216039449621555,butter,2.0985719839773123,2089.0,2029.4991929824562,-0.0015790027720270887,2030.0,1971.0,.\data\data_butter_shelf_wood_noise214.csv,2022.0,2036.0,22.10371202020911,wood,0.13157880211558412,813.7504891443766,12.192021588525261,148.64539041506603
noise,200.1622367802857,20000.0,0.8648354122933305,9995.632042174628,4692.652272473344,99.98724052608276,164701704837.21426,0.08000652793048586,butter,0.08545260297016855,2088.0,2029.38885,-0.0001000050002500125,2029.0,1978.0,.\data\data_butter_shelf_wood_noise215.csv,2020.0,2038.0,0.0,wood,0.08091881953131666,764.5474367270273,13.10378690070387,171.70923113905835
noise,220.3337631127011,26000.0,0.8542373393309628,12995.414163234547,4750.972963053383,114.00491990464084,214123315169.98032,0.0875664344348394,butter,4.21865861586549,2105.0,2029.385346153846,0.0012308165698680718,2030.0,1951.0,.\data\data_butter_shelf_wood_noise217.csv,2023.0,2036.0,0.0,wood,-0.02767566173712536,801.5959721986147,14.285482533913763,204.07501122675518
noise,217.85176390591843,22500.0,0.8493501653300521,11245.461844731864,4778.417541528185,106.05278480592155,185306631553.2484,0.08816982130909687,butter,1.1790082320740645,2104.0,2029.4552444444444,0.002222320992044091,2029.0,1964.0,.\data\data_butter_shelf_wood_noise219.csv,2020.0,2038.0,9.776908719224958,wood,0.02497896677687891,791.0028208986464,14.835785612558062,220.1005347417848
noise,173.69587523538092,16500.0,0.8775046678049819,8245.440827786044,4624.689661642318,90.81388756482447,135868266731.62674,0.06923942411617677,butter,1.147372334596398,2093.0,2029.3393333333333,0.002969876962240136,2030.0,1964.0,.\data\data_butter_shelf_wood_noise22.csv,2019.0,2040.0,0.0,wood,-0.0543470785194281,715.7815240540117,17.281908103500598,298.6643476978397
noise,206.3052340812015,21000.0,0.8683599574632137,10495.774829695216,4673.658244633092,102.45810008676457,172939778747.39917,0.08166342497095022,butter,0.2118585458031843,2086.0,2029.4020952380952,-0.0008571836754131149,2030.0,1993.0,.\data\data_butter_shelf_wood_noise220.csv,2023.0,2036.0,0.0,wood,0.007677377895107952,777.4241248752072,10.314518424924787,106.3892903381129
noise,203.62308500384748,20500.0,0.8679892965033511,10245.680625146466,4675.967664882484,101.23004053377687,168845497560.0716,0.08224600813708453,butter,1.1099059122654547,2088.0,2029.5429268292683,-0.002829406312503049,2029.0,1980.0,.\data\data_butter_shelf_wood_noise222.csv,2022.0,2037.0,0.0,wood,0.08749786921654047,770.083438187513,12.123499059465633,146.97922944486407
noise,254.43228268276735,34500.0,0.8313271139638563,17245.299380927456,4882.265892374948,131.3276421406844,284167528575.898,0.1017632920584568,butter,2.7554076206571922,2100.0,2029.4976521739131,0.0007536450331893678,2029.0,1961.0,.\data\data_butter_shelf_wood_noise224.csv,2022.0,2037.0,48.402991130948934,wood,0.17614596603784818,852.0662974641311,13.673683366066491,186.96961679544347
noise,210.47531701010746,23000.0,0.8608038146536691,11495.681224652573,4714.848432911133,107.22649824790396,189424210725.68454,0.08405552324075877,butter,-0.0912423374864959,2089.0,2029.4562173913043,0.0008696030262185312,2030.0,1982.0,.\data\data_butter_shelf_wood_noise225.csv,2022.0,2038.0,0.0,wood,0.04127035900545078,781.3000079179898,11.529724996666786,132.93455849876293
noise,230.87415164357347,28000.0,0.8531963854402941,13995.48564043152,4756.995853473455,118.30988549216943,230615715744.634,0.09217835128316064,butter,0.7938768722756251,2085.0,2029.4707857142857,0.0007143112254009072,2029.0,1969.0,.\data\data_butter_shelf_wood_noise227.csv,2021.0,2038.0,0.0,wood,0.05762218464153348,819.6258529232763,12.991132789392234,168.76953115162203
noise,231.07827424501815,26000.0,0.8428560379771527,12995.518158818106,4815.242011127117,114.00560267308921,214132205008.66202,0.09249423158319783,butter,0.537308794776151,2093.0,2029.434,0.0015000576945267126,2030.0,1976.0,.\data\data_butter_shelf_wood_noise229.csv,2021.0,2038.0,32.30520729174679,wood,0.0290458346580597,815.1536187325607,13.217836805459559,174.71120981576135
noise,222.40399822492938,27000.0,0.8507363630262557,13495.636600027965,4770.6392150149095,116.17854781145014,222367578557.49603,0.08840072534773351,butter,0.028696262619461788,2093.0,2029.4284444444445,0.00022223045297974,2030.0,1985.0,.\data\data_butter_shelf_wood_noise230.csv,2022.0,2037.0,0.0,wood,0.06246421838789345,803.9539258198005,11.387523111086377,129.67568260552636
noise,260.8083140109878,34000.0,0.8260294627201207,16995.13083589861,4913.466766988417,130.37138167246133,280037625304.1398,0.10549250415370229,butter,1.7211245510931388,2108.0,2029.4535294117647,-0.002088296714609253,2029.0,1957.0,.\data\data_butter_shelf_wood_noise232.csv,2020.0,2039.0,42.35044997353097,wood,0.03746291327939057,863.6252569836961,15.23464190083229,232.09431384659493
noise,167.77451344910324,14500.0,0.8772342666163332,7245.620682195179,4626.400020925562,85.1318464935625,119412597477.10924,0.06763805992103723,butter,0.8943740847128203,2103.0,2029.4982068965517,0.004000275881095248,2029.0,1965.0,.\data\data_butter_shelf_wood_noise234.csv,2019.0,2040.0,0.0,wood,0.10866608053398412,700.6679576428988,15.422251723487118,237.84584822260138
noise,244.9318139525978,31500.0,0.8363896267191379,15745.446642452935,4852.626838484853,125.48772943397012,259446889490.9447,0.09696930909162847,butter,-0.027484851499221197,2100.0,2029.4722222222222,0.0008889171084796343,2030.0,1979.0,.\data\data_butter_shelf_wood_noise235.csv,2020.0,2038.0,47.61602437940448,wood,0.051537283550108566,839.4719368506571,12.835228601593448,164.74309325516248
noise,252.75760425465072,32000.0,0.838033731447878,15995.491552475047,4842.934942559476,126.48018665369679,263546141237.51166,0.1016270340769252,butter,1.5519571463309383,2092.0,2029.39825,0.0008125253914184819,2029.0,1968.0,.\data\data_butter_shelf_wood_noise237.csv,2022.0,2037.0,37.810136866445845,wood,0.050241487428610766,852.1463967548627,12.252613023002082,150.12652589144022
noise,153.9191201648552,10500.0,0.8882970154962778,5245.683571524161,4568.802503082832,72.43980697448934,86471456320.75659,0.061968529426574645,butter,0.31441513178175473,2104.0,2029.6133333333332,-0.003333650823887989,2029.0,1975.0,.\data\data_butter_shelf_wood_noise239.csv,2018.0,2040.0,0.0,wood,0.19400133449047352,673.4450904156371,16.530881356308786,273.27003841635735
noise,222.28889862589898,26000.0,0.8454850743278653,12995.366412908466,4800.266647853007,114.00460563212692,214133365431.93198,0.0889341880776428,butter,-0.05974874578801881,2091.0,2029.433,0.0019616139082272396,2030.0,1978.0,.\data\data_butter_shelf_wood_noise24.csv,2019.0,2040.0,26.921006076455658,wood,0.04184253182093263,799.966065940737,14.897195415492233,221.92643124736279
noise,262.5926609704823,38000.0,0.8213735794340183,18995.41284064182,4941.233186919759,137.8300383896886,312969868987.02246,0.10641908836994979,butter,1.1780197817761917,2096.0,2029.406,-0.0007894944603805363,2030.0,1971.0,.\data\data_butter_shelf_wood_noise240.csv,2022.0,2037.0,68.41745171306773,wood,0.04615773454731891,861.3743005700002,12.157007969028385,147.79284275901966
noise,207.80728672724607,21000.0,0.7690817060964694,10491.62643182277,5277.953655582037,102.42777604687426,173033840133.039,0.08129144410807906,butter,1.8022265218372184,2196.0,2029.7820952380953,0.0031906281251488167,2030.0,1866.0,.\data\data_butter_shelf_wood_noise242.csv,2012.0,2047.0,266.6412722597848,wood,0.07797995294519336,726.1837398464526,42.27793879955667,1787.4241091390593
noise,180.32810914312483,13500.0,0.7986043249313544,6742.745938661056,5082.250962293642,82.11654906123161,111211981640.4943,0.06901391225997022,butter,0.17329192456505815,2167.0,2029.6544444444444,0.006370842284613675,2030.0,1879.0,.\data\data_butter_shelf_wood_noise244.csv,2006.0,2053.0,210.33920900607316,wood,0.010310354068644674,688.1962880736104,45.43553134883878,2064.3875089513112
noise,201.25722001227993,19500.0,0.8677811560604075,9745.684401690503,4676.9342729652035,98.72956376603037,160598334687.36905,0.08000518028776626,butter,0.16259512329624615,2088.0,2029.485846153846,0.0013334017129083542,2030.0,1983.0,.\data\data_butter_shelf_wood_noise245.csv,2021.0,2038.0,0.0,wood,-0.008653863993379736,767.1709293289547,12.36876147811515,152.98626050250527
noise,200.78581801470563,21500.0,0.8600900619977925,10745.229905927243,4719.1686478165975,103.66699731513779,177104556718.2234,0.0808076810770368,butter,-0.13244591933832117,2099.0,2029.6438139534885,-0.00181403786222615,2030.0,1967.0,.\data\data_butter_shelf_wood_noise247.csv,2017.0,2041.0,0.0,wood,0.023364686682311415,767.983843252383,17.760680074204576,315.4417566982475
noise,255.8778638899627,34000.0,0.8312466805575202,16995.409431444918,4882.601459990714,130.37298215191745,280032536986.73834,0.10225542594469732,butter,1.704843797141958,2093.0,2029.4425,0.0005000147063148916,2030.0,1963.0,.\data\data_butter_shelf_wood_noise249.csv,2022.0,2037.0,50.291159343568026,wood,-0.0649903525196336,855.1733286237901,12.76979968437015,163.06778397893999
noise,206.05001057490074,21500.0,0.8611230474285061,10745.442148249636,4713.1126179866105,103.66852964111744,177073171330.08145,0.08189956630369352,butter,-0.3243466687467591,2099.0,2029.4737209302325,-0.0004186241220521885,2030.0,1983.0,.\data\data_butter_shelf_wood_noise25.csv,2018.0,2040.0,0.0,wood,0.07156105202633943,772.4692233444496,15.287742266256787,233.71506359949421
noise,216.7419863475637,23500.0,0.8580346428474583,11745.682738525327,4730.0070549382135,108.38599649163642,193537320261.54187,0.08649379711840857,butter,-0.009202303493857755,2084.0,2029.4276595744682,-0.0002978850163836759,2030.0,1993.0,.\data\data_butter_shelf_wood_noise250.csv,2022.0,2037.0,0.0,wood,0.0764543905789196,793.8242917903045,11.420616765704919,130.43048730910027
noise,264.1459581601701,37000.0,0.832993944565645,18495.416532673607,4872.414921174933,136.00413718429377,304748363801.6346,0.10608043253817168,butter,-0.09070458230396206,2085.0,2029.4557567567567,0.0002162220600556772,2029.0,1989.0,.\data\data_butter_shelf_wood_noise252.csv,2021.0,2038.0,41.61937192584185,wood,0.06506091684054326,868.723182176775,12.157819624032326,147.81257801050555
