action,centroid,count,crest,fft_kurtosis,fft_mean,fft_skewness,fft_variance,flatness,item,kurtosis,maximum,mean,mean_diff,median,minimum,path,percentile_25,percentile_75,rolloff,shelf_type,skewness,spread,standard_dev,v2_N,v2_count,v2_kurtosis,v2_max,v2_maximum,v2_mean,v2_mean_diff,v2_median,v2_minimum,v2_percentile_25,v2_percentile_75,v2_skewness,v2_standard_dev,v2_variance,variance
drop,1315.3692662008932,100.0,0.4203808550834915,44.92451751192603,4.879328897792339,6.810176834915858,201.1870936303512,0.5611086370819517,butter,20.178312554905023,3.17,1.0461000000000005,0.0005050505050505055,1.04,0.0,labeled_acce_data\data_butter_shelf_wood_drop10052.csv,0.9874999999999999,1.0724999999999998,3529.4117647058824,wood,2.206797713791026,1553.8883306079176,0.32674981934875574,14,24.0,16.70930435601372,8.84076149593814,8.691968295087992,0.1710017821003301,-0.032211811951793005,0.0,-3.5585192443627234,0.0,0.0,3.452218104691547,1.9787064859721932,3.9152793576284255,0.10676544444444451
drop,1197.2231652662376,120.0,0.30507327171430926,49.24228182695878,7.038352139183821,6.955535461830227,272.15924544693485,0.5730812222185815,butter,7.673346247440374,4.0,1.0915000000000001,0.0005042016806722707,1.03,0.0,labeled_acce_data\data_butter_shelf_wood_drop10056.csv,0.9175000000000001,1.15,2786.8852459016393,wood,1.9020553813158894,1314.9209076313932,0.5878627433695869,16,29.0,8.061268344523947,20.92232903912812,14.602275456416098,0.4903954428202152,-0.09584221013695642,0.0,-7.2828151760514865,0.0,0.0,1.9827932591403514,3.678311984366723,13.52997905433586,0.3455826050420168
drop,1197.2231652662376,120.0,0.30507327171430926,49.24228182695878,7.038352139183821,6.955535461830227,272.15924544693485,0.5730812222185815,butter,7.673346247440374,4.0,1.0915000000000001,0.0005042016806722707,1.03,0.0,labeled_acce_data\data_butter_shelf_wood_drop10057.csv,0.9175000000000001,1.15,2786.8852459016393,wood,1.9020553813158894,1314.9209076313932,0.5878627433695869,16,29.0,8.061268344523947,20.92232903912812,14.602275456416098,0.4903954428202152,-0.09584221013695642,0.0,-7.2828151760514865,0.0,0.0,1.9827932591403514,3.678311984366723,13.52997905433586,0.3455826050420168
drop,1004.1383609402482,160.0,0.4709021860761308,71.34578941121691,1.3001048646889761,8.4463246081303,30.051531104600425,0.37404609815804996,butter,0.9243449875229253,0.64,0.3099375000000002,-0.00025157232704402536,0.31000000000000005,0.0,labeled_acce_data\data_butter_shelf_wood_drop10061.csv,0.26,0.37,2901.2345679012346,wood,0.018458694861311478,1383.9629357071863,0.09379153168114028,28,39.0,12.65553280119925,5.412047530856686,4.689565419902063,0.19806941829043578,0.0005914001784400544,0.0,-1.4683325383749404,0.0,0.0,3.3894836464761413,1.0592567217099262,1.12202480248766,0.008796851415094342
drop,1004.1383609402482,160.0,0.4709021860761308,71.34578941121691,1.3001048646889761,8.4463246081303,30.051531104600425,0.37404609815804996,butter,0.9243449875229253,0.64,0.3099375000000002,-0.00025157232704402536,0.31000000000000005,0.0,labeled_acce_data\data_butter_shelf_wood_drop10062.csv,0.26,0.37,2901.2345679012346,wood,0.018458694861311478,1383.9629357071863,0.09379153168114028,28,39.0,12.65553280119925,5.412047530856686,4.689565419902063,0.19806941829043578,0.0005914001784400544,0.0,-1.4683325383749404,0.0,0.0,3.3894836464761413,1.0592567217099262,1.12202480248766,0.008796851415094342
drop,618.2350067502268,60.0,0.5627492491423537,22.842328086017307,2.1581834589808597,4.858842606449494,44.52420151054997,0.22194546109345129,butter,0.002635360544001486,1.16,0.6274999999999997,0.0003389830508474579,0.6300000000000001,0.0,labeled_acce_data\data_butter_shelf_wood_drop10066.csv,0.525,0.8050000000000002,1129.032258064516,wood,-0.39734705524630715,1025.078900056348,0.24569945123866893,10,14.0,10.060117650647964,7.847437727500971,7.843979651824705,0.2556193385470268,-0.014996887637240984,0.0,-3.116092071887546,0.0,0.0,2.746874369844665,2.3473207038226516,5.509914486594469,0.06036822033898306
drop,618.2350067502268,60.0,0.5627492491423537,22.842328086017307,2.1581834589808597,4.858842606449494,44.52420151054997,0.22194546109345129,butter,0.002635360544001486,1.16,0.6274999999999997,0.0003389830508474579,0.6300000000000001,0.0,labeled_acce_data\data_butter_shelf_wood_drop10067.csv,0.525,0.8050000000000002,1129.032258064516,wood,-0.39734705524630715,1025.078900056348,0.24569945123866893,10,14.0,10.060117650647964,7.847437727500971,7.843979651824705,0.2556193385470268,-0.014996887637240984,0.0,-3.116092071887546,0.0,0.0,2.746874369844665,2.3473207038226516,5.509914486594469,0.06036822033898306
drop,1014.2325823219296,100.0,0.48313807048782087,43.22014503328633,3.8547012788911275,6.632614222550617,171.0417559150057,0.4049879408843629,butter,4.122347336795476,2.22,0.9498000000000003,-0.00030303030303030216,0.945,0.0,labeled_acce_data\data_butter_shelf_wood_drop10071.csv,0.8775,1.02,2745.098039215686,wood,0.3128429689808671,1370.639357854038,0.3047435749357917,18,24.0,9.853618846870651,11.253690214376917,4.652766240016576,0.16693211761352997,-0.012482880232624121,0.0,-7.638608835033015,0.0,0.07177656133758889,-1.9183332248894214,2.0556263179821834,4.2255995591809885,0.09286864646464649
drop,1014.2325823219296,100.0,0.48313807048782087,43.22014503328633,3.8547012788911275,6.632614222550617,171.0417559150057,0.4049879408843629,butter,4.122347336795476,2.22,0.9498000000000003,-0.00030303030303030216,0.945,0.0,labeled_acce_data\data_butter_shelf_wood_drop10072.csv,0.8775,1.02,2745.098039215686,wood,0.3128429689808671,1370.639357854038,0.3047435749357917,18,24.0,9.853618846870651,11.253690214376917,4.652766240016576,0.16693211761352997,-0.012482880232624121,0.0,-7.638608835033015,0.0,0.07177656133758889,-1.9183332248894214,2.0556263179821834,4.2255995591809885,0.09286864646464649
drop,1084.9592183360676,120.0,0.3246080697983018,50.41640173236372,6.641047788123059,7.065359826786505,273.13242190963905,0.5201374133376135,butter,10.77432110149061,4.0,1.0958333333333334,-1.865921049790179e-18,1.0350000000000001,0.0,labeled_acce_data\data_butter_shelf_wood_drop10076.csv,0.97,1.11,2540.9836065573772,wood,2.3688721395234094,1239.3947609028194,0.5370235168994755,16,29.0,9.14310014303137,17.314192371340777,14.675700813895247,-0.0893319865802857,-0.06161299511214199,0.0,-8.662067251449699,0.0,0.0,1.5419182514776961,3.76191767433715,14.152024588490233,0.28839425770308125
drop,1084.9592183360676,120.0,0.3246080697983018,50.41640173236372,6.641047788123059,7.065359826786505,273.13242190963905,0.5201374133376135,butter,10.77432110149061,4.0,1.0958333333333334,-1.865921049790179e-18,1.0350000000000001,0.0,labeled_acce_data\data_butter_shelf_wood_drop10077.csv,0.97,1.11,2540.9836065573772,wood,2.3688721395234094,1239.3947609028194,0.5370235168994755,16,29.0,9.14310014303137,17.314192371340777,14.675700813895247,-0.0893319865802857,-0.06161299511214199,0.0,-8.662067251449699,0.0,0.0,1.5419182514776961,3.76191767433715,14.152024588490233,0.28839425770308125
drop,549.0331138503665,80.0,0.5373680818696039,32.87787341833947,2.4609556544370244,5.786446522315431,69.85746245187494,0.19488913717575101,butter,1.7061501875858096,1.23,0.67775,0.0005063291139240497,0.6799999999999999,0.0,labeled_acce_data\data_butter_shelf_wood_drop10081.csv,0.6174999999999999,0.7499999999999999,1219.5121951219512,wood,-0.3061404598914878,843.1101592186727,0.23374753772479637,14,19.0,10.54334941773269,7.701541004212185,7.055696359644503,0.26782643623489655,-0.011127135466750569,0.0,-2.4963775698467203,0.0,0.0,2.8207294411125368,1.866835105423599,3.4850733108419396,0.0546379113924051
drop,549.0331138503665,80.0,0.5373680818696039,32.87787341833947,2.4609556544370244,5.786446522315431,69.85746245187494,0.19488913717575101,butter,1.7061501875858096,1.23,0.67775,0.0005063291139240497,0.6799999999999999,0.0,labeled_acce_data\data_butter_shelf_wood_drop10082.csv,0.6174999999999999,0.7499999999999999,1219.5121951219512,wood,-0.3061404598914878,843.1101592186727,0.23374753772479637,14,19.0,10.54334941773269,7.701541004212185,7.055696359644503,0.26782643623489655,-0.011127135466750569,0.0,-2.4963775698467203,0.0,0.0,2.8207294411125368,1.866835105423599,3.4850733108419396,0.0546379113924051
drop,985.7875582763535,60.0,0.40350236060591455,21.76272432685069,5.122886399686021,4.702385892226773,125.52009716919856,0.49326655659607543,butter,3.7863084792653123,3.29,1.068,-0.0013559322033898317,1.03,0.0,labeled_acce_data\data_butter_shelf_wood_drop10086.csv,0.945,1.1425,2419.3548387096776,wood,1.1212635888030387,1246.7680815225199,0.5813887523472846,8,14.0,8.844703682027223,14.38604593033967,8.084199122413509,0.1771632113358556,0.07445731094390104,0.0,-4.159947873044125,0.0,0.0,2.2702547413903056,2.532611002089248,6.414118487903506,0.33801288135593227
drop,985.7875582763535,60.0,0.40350236060591455,21.76272432685069,5.122886399686021,4.702385892226773,125.52009716919856,0.49326655659607543,butter,3.7863084792653123,3.29,1.068,-0.0013559322033898317,1.03,0.0,labeled_acce_data\data_butter_shelf_wood_drop10087.csv,0.945,1.1425,2419.3548387096776,wood,1.1212635888030387,1246.7680815225199,0.5813887523472846,8,14.0,8.844703682027223,14.38604593033967,8.084199122413509,0.1771632113358556,0.07445731094390104,0.0,-4.159947873044125,0.0,0.0,2.2702547413903056,2.532611002089248,6.414118487903506,0.33801288135593227
drop,966.9868686825537,140.0,0.37938656318666913,61.44293985538613,5.583884373401324,7.830946759579711,310.0908754269487,0.4550210003418438,butter,7.426460223418228,3.18,1.0743571428571428,0.0004316546762589932,1.0350000000000001,0.0,labeled_acce_data\data_butter_shelf_wood_drop10091.csv,0.95,1.1425,2323.943661971831,wood,1.4350286388884443,1178.7094388839623,0.40633687465452634,18,34.0,10.832380689538185,14.0363237206335,10.325554248293237,0.10791153121213333,0.029640103493063726,0.0,-5.640227700528287,0.0,0.0,1.7547286783886866,2.4057817500186363,5.787785828722733,0.16510965570400823
drop,966.9868686825537,140.0,0.37938656318666913,61.44293985538613,5.583884373401324,7.830946759579711,310.0908754269487,0.4550210003418438,butter,7.426460223418228,3.18,1.0743571428571428,0.0004316546762589932,1.0350000000000001,0.0,labeled_acce_data\data_butter_shelf_wood_drop10092.csv,0.95,1.1425,2323.943661971831,wood,1.4350286388884443,1178.7094388839623,0.40633687465452634,18,34.0,10.832380689538185,14.0363237206335,10.325554248293237,0.10791153121213333,0.029640103493063726,0.0,-5.640227700528287,0.0,0.0,1.7547286783886866,2.4057817500186363,5.787785828722733,0.16510965570400823
drop,466.67444998376493,80.0,0.621895875339236,34.72936280956847,3.2446024340987947,6.008096336151788,160.64085881606198,0.19899646928661066,butter,7.367585526333448,1.57,1.0341250000000004,-0.0003797468354430383,1.03,0.0,labeled_acce_data\data_butter_shelf_wood_drop10096.csv,0.99,1.09,1097.560975609756,wood,-1.8446355482762729,814.3307019790066,0.2344057595849177,12,19.0,11.94609500869793,7.306737142782319,2.56023422581366,-0.0019601569119581256,-0.010580537044476875,0.0,-6.594094279171914,0.0,0.09522483340029186,-2.8899190213784656,1.7687265082522314,3.128393460994131,0.05494606012658223
drop,466.67444998376493,80.0,0.621895875339236,34.72936280956847,3.2446024340987947,6.008096336151788,160.64085881606198,0.19899646928661066,butter,7.367585526333448,1.57,1.0341250000000004,-0.0003797468354430383,1.03,0.0,labeled_acce_data\data_butter_shelf_wood_drop10097.csv,0.99,1.09,1097.560975609756,wood,-1.8446355482762729,814.3307019790066,0.2344057595849177,12,19.0,11.94609500869793,7.306737142782319,2.56023422581366,-0.0019601569119581256,-0.010580537044476875,0.0,-6.594094279171914,0.0,0.09522483340029186,-2.8899190213784656,1.7687265082522314,3.128393460994131,0.05494606012658223
drop,701.6476555703027,80.0,0.5251867549995516,33.444352331345755,3.4352472331073636,5.8541322990669755,128.7138212895105,0.31489844423309393,butter,3.436117465888722,1.85,0.924625,0.00012658227848101136,0.92,0.0,labeled_acce_data\data_butter_shelf_wood_drop10101.csv,0.8899999999999999,0.98,1341.4634146341464,wood,-0.2597403398301162,1047.2323544749552,0.3026755950234257,14,19.0,7.889855849362078,8.041742674089944,5.6933568299105195,0.5762039932976732,-0.006465042672689547,0.0,-1.041927120737284,0.0,0.34755934951399364,2.6648281577043997,1.488503221953339,2.215641841765471,0.09161251582278483
drop,701.6476555703027,80.0,0.5251867549995516,33.444352331345755,3.4352472331073636,5.8541322990669755,128.7138212895105,0.31489844423309393,butter,3.436117465888722,1.85,0.924625,0.00012658227848101136,0.92,0.0,labeled_acce_data\data_butter_shelf_wood_drop10102.csv,0.8899999999999999,0.98,1341.4634146341464,wood,-0.2597403398301162,1047.2323544749552,0.3026755950234257,14,19.0,7.889855849362078,8.041742674089944,5.6933568299105195,0.5762039932976732,-0.006465042672689547,0.0,-1.041927120737284,0.0,0.34755934951399364,2.6648281577043997,1.488503221953339,2.215641841765471,0.09161251582278483
drop,966.3801015013086,120.0,0.35379596214532405,49.27274160931347,6.109847392186729,6.959885177899071,280.0787893555015,0.4718352944249402,butter,3.4344766222597896,3.21,1.0988333333333336,0.00016806722689075644,1.03,0.0,labeled_acce_data\data_butter_shelf_wood_drop10106.csv,0.8975,1.2,2295.0819672131147,wood,1.253710388443696,1220.428378081632,0.5257442636989252,16,29.0,8.2193520623321,20.67142626309177,12.123034915682126,-0.33412654832955835,-0.03536193122854086,0.0,-14.567611518445112,0.0,0.0,-0.6744872863020085,4.023366029434391,16.18747420680666,0.27640703081232504
drop,966.3801015013086,120.0,0.35379596214532405,49.27274160931347,6.109847392186729,6.959885177899071,280.0787893555015,0.4718352944249402,butter,3.4344766222597896,3.21,1.0988333333333336,0.00016806722689075644,1.03,0.0,labeled_acce_data\data_butter_shelf_wood_drop10107.csv,0.8975,1.2,2295.0819672131147,wood,1.253710388443696,1220.428378081632,0.5257442636989252,16,29.0,8.2193520623321,20.67142626309177,12.123034915682126,-0.33412654832955835,-0.03536193122854086,0.0,-14.567611518445112,0.0,0.0,-0.6744872863020085,4.023366029434391,16.18747420680666,0.27640703081232504
drop,952.9177377039472,100.0,0.46372696009872183,42.79201740675511,0.8448176200155697,6.586520531972546,7.5773695114184925,0.4021216052028276,butter,1.365726663627957,0.3899999999999999,0.1998,0.0,0.2,0.0,labeled_acce_data\data_butter_shelf_wood_drop10111.csv,0.16749999999999993,0.2399999999999999,2745.098039215686,wood,-0.07639109348803004,1360.4128147694807,0.06891628650365997,16,24.0,9.743150135257862,2.7033475663569755,2.3763632599166877,0.04691151636544013,-0.0020655477456178123,0.0,-1.5154762993537414,0.0,0.0,1.675024035884737,0.6254567105321319,0.3911960967496751,0.004749454545454545
