shelf_type,item,kurtosis,maximum,mean,mean_diff,median,minimum,percentile_25,percentile_75,skewness,standard_dev,variance,count,action
wood,cookies,8.833054849936048,0.039997000000000005,0.00029391159158857554,-9.020595904256845e-08,0.000315,-0.038756,-0.00232825,0.002954,0.037737685602131,0.005198916920072637,2.7028737141817553e-05,102400.0,noise
wood,cookies,27.753756694200938,0.10243,0.000279697516777929,7.594800730475742e-08,0.000199,-0.12389000000000001,-0.0032452500000000003,0.003713,-0.5317438186461929,0.008701263047154765,7.571197861578103e-05,102400.0,noise
wood,cookies,0.85303329777155,0.021848,0.0002957907627136714,1.1904413129034489e-08,0.000357,-0.01993,-0.0024530000000000003,0.003071,-0.04763894995052907,0.004440458623313376,1.9717672785358123e-05,102400.0,noise
wood,cookies,2.5497547321896334,0.023055000000000003,0.00027057731659921704,6.737650660651127e-08,0.00033,-0.036518,-0.0025050000000000003,0.003089,-0.13761628869191228,0.004657535472598361,2.1692636678512034e-05,102400.0,noise
wood,cookies,8.560579032634186,0.047295,0.0002982895196544904,2.1133018877137068e-08,0.000343,-0.040522,-0.00278,0.0036299999999999995,0.20552843776191138,0.006602383431452594,4.3591466975919735e-05,102400.0,noise
wood,cookies,1.56262086010054,0.025782999999999997,0.0002981877107317421,-9.926854754440864e-08,0.00022400000000000002,-0.025963999999999997,-0.002738,0.003276,0.05374730197239827,0.005219226301944018,2.7240323190904225e-05,102400.0,noise
wood,cookies,4.169966117949001,0.062357,0.00026917475768027384,-1.3960097266574567e-07,0.000305,-0.052705999999999996,-0.0039759999999999995,0.004424,-0.057183360198125886,0.008880123990532786,7.885660208723594e-05,102400.0,noise
wood,cookies,6.910449153810532,0.050845999999999995,0.00029988035383340066,-2.8955360892195896e-08,0.000269,-0.048478,-0.003085,0.0036630000000000005,-0.054622791755173344,0.006659831372096749,4.435335390476407e-05,102400.0,noise
wood,cookies,9.05247745438599,0.087649,0.00028655596541220333,2.7207296946259174e-07,0.00017749999999999998,-0.10852,-0.00468,0.005082,0.026982117794304507,0.014698387817997531,0.00021604260444825824,102400.0,noise
wood,cookies,37.44002676774939,1.5613,0.00027736297766298666,-4.259807224680675e-08,0.00027400000000000005,-1.4852,-0.003171,0.003691,-0.02627770756182384,0.1731410665272994,0.029977828918210717,102400.0,pickup
wood,cookies,47.5136052488474,1.156,0.000302877934270801,-4.633834314788158e-08,0.000472,-1.3054,-0.005431,0.006069,-0.10653959148513881,0.07043427258326225,0.004960986754333288,102400.0,pickup
wood,cookies,36.67018864682741,1.1976,0.000277915488117974,-1.122471899139649e-07,0.0002195,-1.3792,-0.005108,0.0060132499999999995,-1.0555185097036897,0.11256124220461548,0.01267003324664611,102400.0,pickup
wood,cookies,39.3618764670224,1.1602,0.0002866687113666979,-4.1435951522963676e-08,0.000233,-1.3768,-0.0034200000000000003,0.003997,0.7557840944359638,0.09592923119339708,0.009202417397356227,102400.0,pickup
wood,cookies,8.066951539422924,1.5855,0.0002686101762916107,8.478598423811336e-08,0.00023500000000000002,-1.5212,-0.01662175,0.015827,0.09900302950525565,0.3747170996325455,0.14041290475702703,102400.0,pickup
wood,detergent,3.309627878433396,1.6334,0.00029883509808617553,3.539537495483531e-08,0.000493,-1.5768,-0.03980475,0.04155875,0.058727020296633264,0.5547862587160375,0.307787792860138,102400.0,drop
wood,detergent,11.052251368305361,1.5717,0.00027917846726747205,1.1425892830974327e-08,0.0004945,-1.5906,-0.00991525,0.01351625,-0.13910534223933024,0.32101784634744385,0.10305245767355108,102400.0,drop
wood,detergent,2.6860512320505494,1.652,0.00012294738703675677,2.221994355413632e-07,0.000252,-1.5853,-0.04412375,0.04649675,0.05878873581392027,0.5983587537756385,0.35803319821993523,102400.0,drop
wood,detergent,5.7589074567837315,1.6104,0.0002830844037685834,1.742692799734349e-07,0.000292,-1.6017,-0.0293265,0.031373,0.03569977855058883,0.4627926819119509,0.21417706643125617,102400.0,drop
wood,detergent,3.575700486005714,1.6504,0.0003087676601049925,-2.6406507876046884e-08,0.000285,-1.6030000000000002,-0.01980275,0.02125025,0.04419961696571196,0.5605705496229978,0.31423934110462987,102400.0,drop
wood,detergent,3.424947171968081,1.6558,0.0002836669144664488,-7.031318665269941e-10,9.1269e-05,-1.6093,-0.040571,0.03392325,0.0760675533769832,0.5437144509727657,0.29562540419661604,102400.0,drop
wood,detergent,7.563905393203122,0.10970999999999999,0.0002802350855496096,-6.164122696510676e-08,0.00033350000000000003,-0.10665,-0.004965,0.0056,0.11049629361650144,0.014408266327431642,0.0002075981385622005,102400.0,noise
wood,detergent,17.687968439728245,1.5816,-3.299210008516051e-05,-9.072354222210299e-08,0.000227,-1.51,-0.01047725,0.0105025,-0.08723415212519721,0.2643399119560755,0.06987558905294575,102400.0,pickup
wood,detergent,17.69074551596563,1.5629,0.0002727960386420821,-4.9248527817654236e-08,0.0004045,-1.4483,-0.008036,0.008367,0.4532839016601173,0.16968905080639055,0.02879437396357379,102400.0,pickup
wood,detergent,25.728267484256648,1.5465,0.000881198418316508,-1.0438578501743719e-07,0.00045700000000000005,-1.5131,-0.018394,0.020417499999999998,-0.7565316073744691,0.17530319969412572,0.03073121182299852,102400.0,pickup
wood,detergent,24.662461269422593,1.5732,0.0002984676369994134,-1.2088985243997828e-07,0.000195,-1.5374,-0.01119825,0.01120125,-0.08978288974365975,0.23337965209522468,0.054466062012088104,102400.0,pickup
wood,detergent,29.68215164366797,1.5684,0.0004180901799999999,-1.0135841170323982e-07,0.0004115,-1.541,-0.006014,0.00721825,-0.7142098796542098,0.19838488240082916,0.039356561565190816,102400.0,pickup
wood,detergent,14.354578218490774,1.5923,0.0003042421188126032,-1.3062627564722437e-07,0.000276,-1.5401,-0.01102525,0.012956,-0.12373862943837673,0.30072635142162685,0.0904363384393638,102400.0,pickup
wood,eggs,7.944420890126834,1.5868,0.0003361977143215833,-1.456068906922483e-08,0.000252,-1.5683,-0.00906525,0.01025225,0.06287695465204804,0.42270115499021327,0.17867626643006032,102400.0,drop
wood,eggs,8.559172933575653,1.5997,0.0003591738554148402,2.9717087080927766e-08,0.0002245,-1.5329,-0.012178,0.013259,0.1266759094438608,0.4004898552240772,0.1603921241374023,102400.0,drop
wood,eggs,5.8916965493815034,1.6034,0.0005853999223212891,-9.902440453523709e-09,-0.000156,-1.7265,-0.0220835,0.02082175,0.01444726769738288,0.477061362791183,0.2275875438681807,102400.0,drop
wood,eggs,9.811397759013254,1.7531,0.00026214988415234643,-3.492221603727002e-08,9.9198e-05,-1.7041,-0.012394,0.01194425,0.1948383361345824,0.38247830336293853,0.14628965254339202,102400.0,drop
wood,eggs,12.503859075131993,1.7077,0.0002788558112469596,-1.3066533852870232e-07,0.000272,-1.5681,-0.00787125,0.008338,0.17235400894900146,0.33730966323722916,0.11377780891321294,102400.0,drop
wood,eggs,43.421841961311934,1.5892,0.00023434968639766265,1.8010918075371652e-07,0.0002055,-1.5102,-0.004263,0.004765,0.2994361669042488,0.206716772159705,0.04273182389212738,102400.0,drop
wood,eggs,1.4541128104164631,0.044394,0.00026858946329218875,-1.5381009580171547e-07,0.000317,-0.04147,-0.00422625,0.004845,-0.030122122502837963,0.0077821403965819816,6.0561709152113156e-05,102400.0,noise
wood,eggs,88.63916693023727,0.18178,0.00029417460045176195,-5.346731901678936e-08,0.00025299999999999997,-0.22091999999999998,-0.003849,0.00433025,-0.5515731385784555,0.010541971456639319,0.00011113316219259812,102400.0,noise
wood,eggs,6.68669617148478,0.044058,0.0002789734717216788,-2.8467074873776523e-08,0.000153,-0.049128,-0.0032979999999999997,0.003774,-0.03591725114112773,0.006858103794154268,4.703358765139317e-05,102400.0,noise
wood,eggs,3.749595023875518,0.052257000000000005,0.0002905093932710939,-9.20126173107163e-08,0.00024150000000000002,-0.036654,-0.003854,0.00432,0.25893149128494153,0.007395105320791768,5.468758270560272e-05,102400.0,noise
wood,eggs,49.439347642866075,1.5712,-2.1899036716801374e-05,-9.111417103679233e-09,0.000254,-1.5246,-0.0041979999999999995,0.0048382500000000005,0.14195979386053134,0.18279536946600386,0.03341414709821286,102400.0,pickup
wood,eggs,12.628150439031838,0.65253,0.00022807786787060552,1.509780368948529e-08,0.000291,-0.68792,-0.005961,0.0069370000000000005,-0.21240677412970313,0.08224519409889801,0.006764271952365408,102400.0,pickup
wood,eggs,13.16028544586016,1.2009,0.00029354538018936007,-7.886795769489693e-08,0.00024700000000000004,-1.1946,-0.010462250000000001,0.010641,0.056599042510539134,0.16768982969162163,0.02811987898200507,102400.0,pickup
wood,eggs,35.43695312537037,1.5730000000000002,0.00028125535688301126,6.891668863954893e-08,0.00043200000000000004,-1.4531,-0.0035600000000000002,0.004376,-0.6902790460854575,0.16339967748072828,0.02669945460080602,102400.0,pickup
wood,eggs,56.83607851721329,1.1653,0.00028356285078594344,-4.912157345286066e-08,0.000324,-1.0115,-0.003145,0.0037840000000000005,-0.6885623420811361,0.07232378982250286,0.005230730574289568,102400.0,pickup
wood,eggs,56.57193996557878,1.1653,0.00028018323457002024,-1.4312639771872648e-07,0.00032900000000000003,-1.0115,-0.00398,0.004746,-0.6861818320066236,0.0724038180954361,0.0052423128747969994,102400.0,pickup
